customer_id,first_name,last_name,tax_code,email,phone_number,address,city,postal_code,country,password_hash,two_factor_enabled,account_status,account_id,iban,account_type,account_balance,currency,card_id,card_number,card_expiry,card_status,last_login,opened_at
800026,Sara,Riva,CRQLHNGXFWPARNGO,user26@mail.it,393394291503,Via San Bernardino 18,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$aJHTgMlPHKliTLyTqAV3WA$lypU9ieunG2hgpMtP4MExSj08kmoULnkyYuIthVrI04",True,active,900026,IT30R03002032800000000026,savings,8351.37,EUR,700026,4486716174298638,02/29,active,,2024-01-27T00:00:00
800027,Sara,Ferrari,VFOKXXJFVOPKNLSI,user27@mail.it,393395760899,Via Garibaldi 26,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$xhHGKYSxP1Vnq9SP+2II7Q$N1hFY0ePDptYIi3DJCCHxps4Sg7xh7zW3FEM6aO1NJw",False,active,900027,IT42R03002032800000000027,checking,6737.56,EUR,700027,4039601883763556,01/29,active,,2024-01-28T00:00:00
800028,Davide,Neri,MDXUJVQNJRNKDVVK,user28@mail.it,393364878002,Via XX Settembre 46,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$K2F0k5oYf9pjbehHtkMWWQ$YC3yrB7me2uJJ3o+CXyQwa65aRE2AolmJLTHGDDYySM",True,active,900028,IT26R03002032800000000028,checking,9302.79,EUR,700028,4910163266517426,10/29,active,,2024-01-29T00:00:00
800029,Chiara,Rossi,VXBQZQEPMUQTOYWG,user29@mail.it,393380295907,Via Garibaldi 3,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$eWDUqalZULhVr7vCrLTwrw$vlcZeKpQ7QsGhM2CJ6BIy4X0bGr3J73nJ5PGWiB9CUo",False,active,900029,IT12R03002032800000000029,savings,4523.21,EUR,700029,4354752234237077,03/27,active,,2024-01-30T00:00:00
800030,Chiara,Moretti,NYVDVNXVWSLCJGBO,user30@mail.it,393344601798,Via San Bernardino 7,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$+58Fp9uzU0SOEAlyEweaLg$a7Es9q4d44Jyjui1pHK+qOej64fqhq7e52sHP9US9fw",True,active,900030,IT19R03002032800000000030,savings,4490.67,EUR,700030,4189737177395525,01/26,active,,2024-01-31T00:00:00
800031,Sara,Villa,CPXJNCBHDZABXDVX,user31@mail.it,393335441902,Via Broseta 6,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$iyIO/xztOXJ0g+ISD9Wang$L3X6PVxzA8H85Gke8dcd33TANbsvAETh0L2YUjADX6M",False,active,900031,IT34R03002032800000000031,savings,7807.71,EUR,700031,4526422440853613,12/29,active,,2024-02-01T00:00:00
800032,Sara,Ferrari,JYVCSONWLWJVMAUV,user32@mail.it,393384518831,Via Roma 23,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$4n06RZJ0Pi4DewQRQwSaiQ$Vljguc1lI3C3Jt0p3/M039KEthSrDBX1qFW/xS2DXCo",False,active,900032,IT42R03002032800000000032,savings,7929.04,EUR,700032,4677786905185917,02/27,active,,2024-02-02T00:00:00
800033,Luca,Rossi,AZQSXJYMOOPQWCBN,user33@mail.it,393371285236,Via Moroni 1,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$h3YOwQFVjLGWg+OvNkZqeQ$Ap896tebRZ5ab0iRByqCgjOcsU153PRC1AFo4M7BH2E",True,active,900033,IT53R03002032800000000033,savings,8858.6,EUR,700033,4514319830637012,01/28,active,,2024-02-03T00:00:00
800034,Andrea,Neri,OIZGHPNEPFYYJHGG,user34@mail.it,393367680369,Via San Bernardino 48,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$5syFdyHGH56bp2p/KrUlkg$2eKJpZ1h0Gs+llH3JSqa2vaeIb8SXb8tmPEqc1t+YZU",False,active,900034,IT71R03002032800000000034,savings,993.96,EUR,700034,4855899638875114,01/30,active,,2024-02-04T00:00:00
800035,Andrea,Galli,JBXWXPIRSGONWUBX,user35@mail.it,393352063828,Via San Bernardino 16,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$wxHURogvvMQJoOvsHBlJUw$K/7H8ffECAcx47WjJqpvMSuOJtuREuMgqGLAEzBkXRM",False,active,900035,IT67R03002032800000000035,checking,677.45,EUR,700035,4545841258264782,06/29,active,,2024-02-05T00:00:00
800036,Davide,Neri,SJLCOKGWSKYYLZPY,user36@mail.it,393347066701,Via Garibaldi 19,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$vv6g9fXrZzqSgk6Oxf8P/w$E9XFqpO3R7JgxJL0bH1sJTLD4NqudW31zgbO0SjDuSc",True,active,900036,IT77R03002032800000000036,savings,2940.13,EUR,700036,4996684055620731,05/27,active,,2024-02-06T00:00:00
800037,Matteo,Colombo,VIVIMJNDVIZQCMFR,user37@mail.it,393388309537,Via XX Settembre 27,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$uGuyZrkXycw+br/CCtHcdA$EeV8iqtI/hIPzrcYC1ZD0uwaHDVNOPqBxBtEoGN+90g",False,active,900037,IT27R03002032800000000037,checking,6751.44,EUR,700037,4284133181732483,02/29,active,,2024-02-07T00:00:00
800038,Paolo,Bianchi,XXOBEACKDFSVASKT,user38@mail.it,393370963693,Via San Bernardino 44,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$QzkWUyCaXRzTBYRAbanabA$XRqpLhAuSuSvva5+f0XGHFZtObx6JwhGEFCh6z5LxxQ",False,active,900038,IT71R03002032800000000038,checking,1991.11,EUR,700038,4404122837214190,05/29,active,,2024-02-08T00:00:00
800039,Luca,Conti,AUJVNGXVDEPEKENL,user39@mail.it,393384140378,Via Broseta 44,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$nuW9iy1x23hmpUNn1NBmwQ$jbGmu+TSo9N5CoZI7EpbVgvkYHz7vsZgDXaPGVuRvLw",False,active,900039,IT25R03002032800000000039,checking,1819.58,EUR,700039,4531699981391875,12/28,active,,2024-02-09T00:00:00
800040,Sara,Galli,BBWOZZTAWZFLHKXS,user40@mail.it,393356943954,Via Garibaldi 9,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$Jy7k/vyZ9qYfcryyAL1QNw$bbmlB4UxaZiQwXbjfxcjwn5MA7EKriTB3rEos9MrA/0",True,active,900040,IT70R03002032800000000040,checking,2859.29,EUR,700040,4412085003234762,07/27,active,,2024-02-10T00:00:00
800041,Sara,Neri,CGYYVOSRJDPAFMLI,user41@mail.it,393377974213,Via Moroni 13,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$UWXBWZcSeT7O40knq6HymA$UnBMpJybzKeSz+AppCB+IfClt3kA7tMZacTy0VaFQgo",False,active,900041,IT59R03002032800000000041,checking,5732.67,EUR,700041,4881423078814884,01/28,active,,2024-02-11T00:00:00
800042,Elena,Moretti,TTFXMBNYIEBQOGPV,user42@mail.it,393381248382,Via Broseta 17,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$xMadiKLEbdKML3rnF1DPPw$XAcq8aOAFg2UVr5YZ3Tw0Zv2ulwx9MExCSFU+2jtO1M",True,active,900042,IT77R03002032800000000042,savings,474.29,EUR,700042,4069706624033177,06/30,active,,2024-02-12T00:00:00
800043,Davide,Conti,UZBSEZVWZKCCKKXL,user43@mail.it,393386921646,Via Garibaldi 44,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$S1vJGT2CIyJO/J3nWDIBfw$TcrQ2+8hK6UVvmyxt/f52N8uINxZIlkl9FTzAuBy08U",True,active,900043,IT19R03002032800000000043,checking,219.75,EUR,700043,4370405846438724,03/29,active,,2024-02-13T00:00:00
800044,Davide,Neri,OKMSXQTXJEYOHSMX,user44@mail.it,393341208802,Via Moroni 38,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$iD97PyLNCSl+z2WTJGwtjQ$dW5CLOB9Ud3GemAuEjPXjDpTrMx4/C9IJjbWQ8Z7HIM",True,active,900044,IT68R03002032800000000044,checking,4726.92,EUR,700044,4154221308365361,09/30,active,,2024-02-14T00:00:00
800045,Paolo,Neri,XPVXJJWOFITXQJEG,user45@mail.it,393321240884,Via Roma 44,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$GV3nxNzdnyGuT/OQtvCYTw$/jvZhmTa3Kjo6CBF3QMiHta9f+v37bBizX2No+XuNok",False,active,900045,IT53R03002032800000000045,checking,5542.84,EUR,700045,4694245558359754,12/27,active,,2024-02-15T00:00:00
800046,Paolo,Riva,OUIEECEMRQIRBZKG,user46@mail.it,393371790107,Via Moroni 18,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$9S8x4keTsqa7l1CtOhmhuA$sauS6/euWsSwzSY43whfHj3FOW2ia5XiJGxrVFRoJSI",False,active,900046,IT97R03002032800000000046,savings,4536.23,EUR,700046,4334570928060468,06/26,active,,2024-02-16T00:00:00
800047,Davide,Riva,TISYCYQKWKYXJIGM,user47@mail.it,393334836388,Via XX Settembre 40,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$ueV+IUFnIUrnJGH84NOE/g$1cAFIF8k/3tB0SgcFPpbZThwcsN2U/LLqv59Ovsnx5k",False,active,900047,IT95R03002032800000000047,checking,2760.07,EUR,700047,4638401383810312,03/28,active,,2024-02-17T00:00:00
800048,Marco,Galli,WEMWMRYLEJLQBRYT,user48@mail.it,393390921953,Via Moroni 29,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$jcexsvlKdxEQKA8tvFVfzw$epK9RJvMaePzgS2oo/5MwGJKmIIxKggyYK/XGjm+uCM",False,active,900048,IT46R03002032800000000048,savings,1796.24,EUR,700048,4147718140469834,08/28,active,,2024-02-18T00:00:00
800049,Chiara,Villa,FMSKKUWLHJQRDRQV,user49@mail.it,393379600748,Via San Bernardino 9,Treviglio,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$IhWSP64i/Mv59XS35zjnSA$8OoOeYfFpyAixTKtkwQISdLC/4WSaUmwg5TisC8eXO0",True,active,900049,IT53R03002032800000000049,savings,6690.52,EUR,700049,4046938889712239,07/29,active,,2024-02-19T00:00:00
800050,Paolo,Neri,FHUETFLQUKYDTIKT,user50@mail.it,393338733195,Via Broseta 28,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$cNzudZJ0gQtoC/tZ4yEbnA$tvDB7m99loAaNYp8zvUidgBRZh98ilu42ZreFiIVma0",False,active,900050,IT26R03002032800000000050,savings,1688.11,EUR,700050,4695442573037946,04/27,active,,2024-02-20T00:00:00
800051,Sara,Colombo,LVRGDVTFHVGVMAIX,user51@mail.it,393384645321,Via San Bernardino 14,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$vuyuB4r/BRRqabKW6vmKPg$LJYnt4/Vh9OLnd8pxTEAET2OvS0Ijujbk8bAtYkkRL0",True,active,900051,IT36R03002032800000000051,checking,1865.5,EUR,700051,4399377208965155,10/30,active,,2024-02-21T00:00:00
800052,Luca,Neri,GGFHEJKFWVPGCVVP,user52@mail.it,393360358970,Via Garibaldi 49,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$Z0oe/uBZXknvQPWty7MAAw$w5zpFjr+4PX5y1R+DTV7oSQTFMf56r8PfBLGd0MoDtg",False,active,900052,IT49R03002032800000000052,checking,7677.87,EUR,700052,4882920579757634,01/27,active,,2024-02-22T00:00:00
800053,Davide,Ferrari,OIIOJZDFLOSVCXMU,user53@mail.it,393353462415,Via Moroni 16,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$xKJclN+BWZSuiZVNLIDw4Q$oFUlNfM0A/LqVKHRiNLAstgj7hcS8wTSbxKV83BoR98",True,active,900053,IT66R03002032800000000053,checking,1386.56,EUR,700053,4894318490654430,06/28,active,,2024-02-23T00:00:00
800054,Paolo,Neri,YSPYGTVVHDMGESMT,user54@mail.it,393324728116,Via Moroni 17,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$T0gK97CJp4NgymEWCVrgUg$pjX4QvpcmRK56AUnG6IR/1Tb9Hg+bXD4Pbqm07/m6Wg",True,active,900054,IT72R03002032800000000054,checking,6300.79,EUR,700054,4632937471173155,04/28,active,,2024-02-24T00:00:00
800055,Matteo,Rossi,RMGGSXSTCSRGRDYF,user55@mail.it,393387860576,Via Garibaldi 1,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$yulW0XSZs4qXKb2Ev+JKrw$o4qkrWeWm2sJRiUD0+3yHq/thJGTcfjbgFT74Brzg3Q",True,active,900055,IT60R03002032800000000055,checking,4509.29,EUR,700055,4649410891573064,12/30,active,,2024-02-25T00:00:00
800056,Davide,Ferrari,KEDSHMWIGGPLUSDH,user56@mail.it,393347344932,Via Garibaldi 27,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$ZPkwBGteI7Zo3y1+0x+GHw$6JDXnJqHugB2Rum0AXt5jvlUQ17ySoqeYupC1yceZzw",False,active,900056,IT45R03002032800000000056,savings,4779.11,EUR,700056,4296404523299477,04/27,active,,2024-02-26T00:00:00
800057,Chiara,Conti,CKPRKJYVGSNODEZF,user57@mail.it,393341071285,Via Roma 13,Albino,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$V6ZCV3OXwSyoDxGAnpn69g$4xnvjLmJlHa7ZScsnT2BAotefkAUyhyrv5/1hu2xZos",True,active,900057,IT18R03002032800000000057,savings,9401.65,EUR,700057,4552867309355546,05/28,active,,2024-02-27T00:00:00
800058,Marco,Moretti,NWRZDDFIBBEGJMCE,user58@mail.it,393358934132,Via Garibaldi 50,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$gBH/bD3t+eVE36MR1DT/Ig$L91jQsIq246Jd4Hh0PjMp96Ar3H0MYBL5YKagj4bA2k",False,active,900058,IT67R03002032800000000058,checking,7569.62,EUR,700058,4391630925003443,07/28,active,,2024-02-28T00:00:00
800059,Sara,Villa,ZWRCCWNOWYSPUJPL,user59@mail.it,393367402517,Via Roma 11,Bergamo,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$VN9DzqekaQzU+zHboQAfsw$g2+qR9LNOna8JWW4X/d0KLv30ja8TWMxIb9v4pcUkpM",False,active,900059,IT48R03002032800000000059,savings,3430.45,EUR,700059,4199633933179976,03/28,active,,2024-02-29T00:00:00
800060,Andrea,Riva,DNIBAYDPKJBGVMTL,user60@mail.it,393392193825,Via Broseta 44,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$qrs6mAg40HPshqhjUmxauQ$Msr+NSgJZRxIC7dzZnPQiE7Nj3fC5UPNRFcfUfuTf9Q",True,active,900060,IT78R03002032800000000060,savings,8273.6,EUR,700060,4862031997234450,02/28,active,,2024-03-01T00:00:00
800061,Sara,Neri,WKCKLOFFDFKEQEKC,user61@mail.it,393320448402,Via Broseta 10,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$0i4uF7imHNNmXbdxUA5BMg$43rZy8vuvf11Vw4waBDEHETMttrVP3LkYj+8Eh5Qeow",False,active,900061,IT71R03002032800000000061,checking,6819.78,EUR,700061,4270211232649185,09/30,active,,2024-03-02T00:00:00
800062,Matteo,Galli,ICIFFVWHBJXAYIJT,user62@mail.it,393330856458,Via Moroni 40,Seriate,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$d3M+BytzH18BbToIDsUR8w$SzIr9iR217l6ZwfuAGKmMwmzMFMBSBLFV3lDJYZ8B1A",True,active,900062,IT47R03002032800000000062,checking,2456.43,EUR,700062,4005357424256023,04/29,active,,2024-03-03T00:00:00
800063,Chiara,Moretti,VGMEQSVMBMTKADIT,user63@mail.it,393315694888,Via Roma 44,Dalmine,24100,Italy,"$argon2id$v=19$m=65536,t=3,p=4$PAfzx1gpXPUTEfO7KjWiVQ$Jh3M54oI7vSKY5rI9V4NxBk2O++uTXRwFmJDr/Hy5PA",True,active,900063,IT22R03002032800000000063,checking,8739.05,EUR,700063,4726847648789819,07/27,active,,2024-03-04T00:00:00
